PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^Qualifier^STRING^^^^,2^EC50^FLOAT^uM^^^,3^LogEC50^FLOAT^^^^,4^Hill Slope^FLOAT^^^^,5^Hill S0^FLOAT^^^^,6^Hill Sinf^FLOAT^^^^,7^Hill dS^FLOAT^^^^,8^Chi Square^FLOAT^^^^,9^Rsquare^FLOAT^^^^,10^N DataPoints^INT^^^^,11^Activation at 95.1 uM^FLOAT^%^^^,12^Activation at 31.7 uM^FLOAT^%^^^,13^Activation at 10.6 uM^FLOAT^%^^^,14^Activation at 3.5 uM^FLOAT^%^^^,15^Activation at 1.2 uM^FLOAT^%^^^,16^Activation at 391.3 nM^FLOAT^%^^^,17^Activation at 130.4 nM^FLOAT^%^^^,18^Activation at 43.5 nM^FLOAT^%^^^,19^Activation at 14.5 nM^FLOAT^%^^^,20^Activation at 4.8 nM^FLOAT^%^^^
842247,644507,Inactive,25,,,=,17.58,-4.75,2.02,-19.1,81.15,100.25,-51.32,0.94,30,50.7,71.9,31.3,-3.8,-6.3,-22.4,-19.4,-19.7,-19,-25
842357,5781107,Active,44,,,=,4.615,-5.34,1.1,-6.8,115.09,121.88,502.63,0.99,20,105.2,93.7,76.6,39.3,16.9,-2.1,-7.8,-1.6,-11.7,-2.7
842446,644711,Active,56,,,=,2.107,-5.68,0.97,-17.67,125.82,143.49,-52.03,0.99,30,105.9,99.5,89.1,68,30.8,-1.2,3,-15.8,-12.1,-25.8
842742,645017,Active,52,,,=,2.807,-5.55,1.21,-14.79,111.87,126.66,-64.59,0.99,30,93.4,93.9,85.6,56.4,19.2,1,-10.5,-9.5,-16.3,-19.2
842752,645027,Inactive,29,,,=,13.59,-4.87,0.63,-6.9,152.53,159.42,-64.07,0.99,30,95.2,70.7,43.7,23.9,10.4,3.1,-6,0.8,-7.5,-7.1
842935,645206,Inactive,21,,,=,23.12,-4.64,1.07,-6.66,96.63,103.29,-115.17,0.97,20,76.1,59.7,28.3,8.6,-3.2,-0.2,3,-2.3,-16.5,-12.6
842939,645210,Active,74,,,=,0.631,-6.2,0.45,-38.91,155.31,194.23,39.84,0.99,30,109.9,93.4,89.4,75.4,59,45.3,29,-1.7,-12.1,-14
842972,5523429,Active,37,,,=,7.478,-5.13,1.02,-22.55,113.59,136.14,-54,0.97,30,85,78.3,62.3,24.2,2.4,-10.1,-18.8,-20.6,-25.6,-22.7
843471,645766,Inactive,27,,,=,14.84,-4.83,2.25,-6.73,74.15,80.89,-31.3,0.98,30,64.1,67.3,36.5,3.1,-4.8,-10.8,-8.7,-4.2,-4.4,-7.7
843577,645879,Active,36,,,=,8.29,-5.08,1.29,-3.26,113.85,117.12,-236.22,0.96,30,99.6,101.6,52,23,10.6,3.7,-14,-3.4,-3.9,-0.7
843813,646118,Active,35,,,=,9.095,-5.04,1.06,-18.53,156.56,175.09,-97.23,0.98,30,118.8,106.6,51.1,11.6,4.3,-13.7,-11.1,-24.3,-21.2,-21
843901,646210,Inactive,23,,,=,20.43,-4.69,1.29,-18.39,87.96,106.34,-7.53,0.98,20,65.7,58,34.5,3.6,-10.4,-15.5,-13.8,-19.6,-16.2,-24.6
843912,5770889,Active,68,,,=,0.908,-6.04,1.67,-6.25,106.67,112.92,-2234.18,0.96,30,101.8,103.1,98.7,85.4,62.6,21,-18.3,1.4,-1.8,-5
843954,646260,Inactive,24,,,=,18.69,-4.73,1.7,-17.02,85.6,102.62,-24.06,0.96,20,59.8,71,26.6,-0.1,-6,-17.6,-21.5,-18.8,-15.2,-19.7
844118,646427,Inactive,16,,,=,32.15,-4.49,1.02,-12.92,252.24,265.16,-62.52,0.98,20,113.2,49.7,9.9,-1.5,-9.2,-21.9,-5.7,-7.1,-12.1,-18.9
844444,646770,Active,50,,,=,3.115,-5.51,0.92,-16.71,123.09,139.81,51.01,0.99,30,100.8,97.3,77.9,57.7,16.9,5.1,-7.8,-13,-14,-20.8
844482,6603129,Active,46,,,=,4.271,-5.37,1.07,-10.67,136.15,146.82,-35.57,0.99,20,117.8,110.4,81.8,41.6,13.1,-4,-2,-6.4,-15.5,-13.5
844975,647315,Active,69,,,=,0.879,-6.06,1.04,-15.65,125.59,141.24,32.71,1,19,-10.5,107,100.3,88.4,58.6,26.4,-1.5,-9.1,-17,-11.8
845167,647501,Active,46,,,=,4.287,-5.37,4.21,-22.05,130.08,152.13,13.67,0.99,20,107.8,108.9,105,23.8,-23.8,-19.4,-22.3,-21.8,-25.9,-18.5
845241,647581,Inactive,5,,,=,66.49,-4.18,1.14,-7.03,97.67,104.7,-62.02,0.97,27,59.1,30.5,5.5,7.9,-4.7,-3.6,-5.2,-5.4,-7.6,-9.4
845300,91378,Inactive,31,,,=,11.95,-4.92,1.2,-10.7,145.88,156.57,-128.28,0.98,30,120.3,90.4,43.9,14.6,-11,-9.4,-15.8,-15,-7.7,-0.5
845357,647700,Active,44,,,=,4.856,-5.31,0.92,-5.78,140.8,146.59,-67.79,0.99,30,119.1,110.8,73.4,36.2,18.4,7.2,-4,-4.1,-8.2,-6.1
845395,647738,Inactive,25,,,=,17.89,-4.75,1.1,-14.23,146.23,160.46,-14.95,0.99,30,106.6,75.2,27.3,2.9,-4.1,-13.6,-12.9,-16.6,-10.6,-18.7
845406,647748,Inactive,27,,,=,15.16,-4.82,3.2,-10.36,130.69,141.05,-171.53,0.97,20,119.5,107.9,16.9,-3.6,-7.5,-29.3,-11.9,-2.8,-4.4,-11.6
845529,647878,Active,49,,,=,3.314,-5.48,3.84,-24.85,145.9,170.75,-20.33,0.99,30,124.4,118.9,118.2,58.6,-22.6,-29.9,-21.8,-27.1,-20.7,-24.2
845565,647922,Active,42,,,=,5.53,-5.26,0.86,-9.14,126.77,135.9,-41.32,0.98,30,107.2,90,69.7,35.1,19.3,-3.1,-4.1,-7.8,-12.9,-3.5
845926,648294,Active,66,,,=,1.041,-5.98,1.33,-19.97,116.3,136.27,-7.8,0.99,18,93.8,95.9,94.1,30.9,55.9,8.9,-2.2,-16.6,-22,-87.6
846017,648384,Active,71,,,=,0.732,-6.14,1.84,-4.65,106.98,111.64,-11016.7,0.96,20,106.7,104.6,99.4,90.4,73.8,22.9,-9.7,11.9,-10.5,-6.4
846150,648532,Active,53,,,=,2.603,-5.58,0.89,-8.81,119.76,128.58,-68.27,0.99,30,106.5,98.4,82.5,60.6,27.3,8.7,1.6,-6.2,-5.1,-11.9
846220,648601,Active,40,,,=,6.25,-5.2,1.1,-14.78,144.76,159.54,20.62,0.99,30,118.5,110.3,68.8,26.8,3.2,-4.6,-11.5,-15.4,-18,-16.3
846246,3066411,Inactive,17,,,=,31.15,-4.51,1.01,-15.04,245.45,260.49,-69.01,0.98,30,113.9,53,6.1,-1.8,-9.6,-10.3,-16.7,-9.5,-19,-20.8
846304,648690,Active,45,,,=,4.463,-5.35,0.86,-8.17,141.82,149.99,38.18,0.98,20,116,111.6,73.9,41.3,13.1,11.4,-1.4,-2.2,-8.4,-16.6
846656,5413110,Active,79,,,=,0.437,-6.36,0.99,-10.78,125.95,136.73,91.11,1,30,117.3,114.5,106.1,96.7,83.1,45.8,16.3,-0.8,-5.9,-9.1
846933,649326,Active,42,,,=,5.581,-5.25,1.21,-22.5,128.61,151.11,-113.9,0.99,30,102.6,96.1,71.4,32.1,0.6,-20.1,-19.7,-24.4,-21,-20.5
847080,6603155,Active,59,,,=,1.754,-5.76,1.32,-13.65,112.07,125.72,-8.75,0.99,30,94.3,100.9,89.5,74.5,33.4,2.5,-3.8,-9.9,-16.5,-16.9
847139,54678158,Inactive,20,,,=,24.4,-4.61,1.62,-14.73,101.96,116.69,-40.98,0.98,28,82,57.3,19.8,-21,-13.9,-14.9,-9.6,-14.4,-18.1,1.1
847206,6603137,Inactive,0,,,>,30,-4.52,,,,,,,30,118.9,46.2,-26.7,-11,-11.6,-17.2,-14.4,-19.2,-16.1,-18.3
847243,649642,Active,41,,,=,5.901,-5.23,1.54,-16.8,145.85,162.65,-100.66,0.99,30,123.9,119.7,83.4,17.6,1.4,-9.9,-10,-21.9,-18.3,-26
847305,649706,Active,58,,,=,1.822,-5.74,2.01,-5.85,123.96,129.8,-126.76,0.99,30,121.7,116.1,110.5,89.6,23.8,0.9,-0.9,-4.7,-12.1,-6.4
847359,597363,Active,41,,,=,5.709,-5.24,2.49,-16.77,135.98,152.75,562.73,0.93,30,123,112.6,95.4,13,-12.2,-15.6,-17.3,-13.6,-21.3,-17.4
847836,650250,Active,62,,,=,1.398,-5.85,1.71,-17.82,145.48,163.3,-13.6,0.99,20,134.9,126.5,111.6,105.8,36.6,-3.6,-14.9,-9.6,-23.1,-21.3
848224,650651,Inactive,30,,,=,12,-4.92,1.41,-16.7,141.37,158.07,-20.54,0.99,20,114.1,98.5,38.6,5.7,-7.7,-14.8,-21.5,-19.7,-21.7,-9.5
848384,650829,Inactive,30,,,=,12.74,-4.89,0.67,-10.01,194.03,204.04,-341.96,0.98,30,112.8,77.8,46.1,17.1,9.5,-1.2,-8.1,-6.7,-13.3,-6.6
848481,650930,Inactive,0,,,>,95,-4.02,,,,,,,19,39.2,14.8,7.6,8.7,-4.7,-4.1,-55.6,-6.7,-15.9,-11.4
848536,650985,Active,48,,,=,3.723,-5.43,1.49,-18.66,139.42,158.08,-14.06,0.99,30,118.6,115.6,97,46.5,0.2,-7.3,-19.6,-19.1,-24.8,-15.1
848739,651196,Inactive,27,,,=,15.43,-4.81,1.94,-9.85,133.51,143.36,-119.79,0.98,30,118.1,94.2,25,1.6,-7.6,-13.2,-1.3,-17.6,-7.8,-14.5
849061,651526,Inactive,26,,,=,15.98,-4.8,1.12,-14.31,148.9,163.21,-34.4,0.99,20,111.1,81.1,29.8,6.4,-8.6,-7.3,-14.7,-17.2,-7.9,-22.3
849093,6858766,Inactive,16,,,>,10,-5,,,,,,,20,107.4,114.2,3.9,-26.9,-14.4,-11.5,-11.6,-10,-21.7,-5.9
849139,651609,Inactive,16,,,>,10,-5,,,,,,,29,97.8,104.2,22.1,-25.6,-3.1,-11.2,-5.8,-14.1,-23.2,-22.7
849903,5771238,Inactive,0,,,>,30,-4.52,,,,,,,30,70.4,3.2,-2.3,-10.2,-9.3,-9,-15.4,-16,-9.9,-14.1
849904,5523443,Active,69,,,=,0.837,-6.08,1.1,-19.54,130.43,149.98,-51.16,1,30,110.9,108.6,103.7,89.8,66.1,17.3,1.7,-12.3,-17.5,-22.3
849947,652457,Inactive,28,,,=,14.42,-4.84,1.53,-9.56,121.71,131.27,-49.13,0.98,30,106.1,81.7,37.7,0.4,-7.7,-6.9,-1.3,-12.2,-10.2,-14.8
850120,652627,Active,37,,,=,7.498,-5.13,0.77,-14.36,165.81,180.17,-72.21,0.98,20,118.5,100,57.5,27.4,5.9,2.7,-7,-11,-26,-8.8
850126,652633,Inactive,21,,,=,23.65,-4.63,0.97,-14.5,101.48,115.97,-7.96,0.99,19,74.3,55.3,32.2,5.2,-4.8,-9.7,-15.9,-14.3,-16.4,-96.8
850470,652991,Active,51,,,=,2.955,-5.53,1.24,-20.84,114.98,135.82,-22.99,0.99,30,89.6,93.2,83.9,52.5,20.3,-9.5,-14.3,-20.4,-20.6,-22.1
850512,653043,Active,52,,,=,2.844,-5.55,1.58,-12.75,110.78,123.53,-50.03,0.99,20,98,96.1,88.1,58.5,15.3,-8.2,-13.1,-13.9,-18,-4
850570,653096,Active,44,,,=,4.832,-5.32,0.83,-19.97,133.06,153.02,-34.58,0.98,20,103.5,95.5,63.8,45.8,14.5,-2.2,-22.4,-16.6,-16.1,-16.9
850758,653297,Inactive,16,,,=,31.84,-4.5,26.86,-13.59,119.52,133.11,-80.86,0.97,30,105.9,46.3,-22.5,-6.7,-20.8,-9,-18.7,-9.6,-13.6,-7.8
850895,653441,Inactive,0,,,>,95,-4.02,,-9.89,60.51,70.39,,,30,43.6,24.5,-2.6,-3.7,-4.7,-10.8,-10,-8.7,-10.4,-16.9
851016,653568,Active,40,,,=,6.191,-5.21,1.13,-17.36,123.47,140.83,103.15,0.98,20,107.1,83.8,68.2,36.9,-7.4,-7.7,-17,-13.8,-22.1,-13
851321,653892,Active,43,,,=,5.237,-5.28,1.47,-19.53,140.83,160.36,-64.41,0.99,30,117.7,111.7,87.8,23.9,-0.5,-10,-15.1,-22,-27.5,-21
851570,654157,Active,61,,,=,1.469,-5.83,0.8,-17.09,130.4,147.49,2607.63,0.99,20,109.1,103,91.4,75.2,41.5,17.3,-2.1,1.1,-19.8,-16.7
852230,654842,Inactive,33,,,=,10.43,-4.98,1.2,-12.15,141.79,153.94,-20.72,0.99,19,113.6,102.9,41.5,16.8,-1.1,-6.1,11.6,-15.3,-10,-19.1
852331,654946,Inactive,0,,,>,95,-4.02,,-17.13,20.74,37.87,,,30,-3.3,-3.8,-13.4,-7.8,-19.4,-11.7,-15.6,-19.8,-17.7,-15.3
852700,655334,Inactive,0,,,>,95,-4.02,,-9.25,57.57,66.82,,,20,44.9,25.5,-3.5,-4,-10.9,-1.7,-8.5,-8.4,-17.4,-12.2
852758,5768210,Active,49,,,=,3.288,-5.48,1.04,-21.62,134.3,155.92,-21.79,0.99,20,108,102.3,88.4,48.7,17.8,-6,-17.1,-18.3,-18.6,-25.6
852761,655401,Active,38,,,=,7.016,-5.15,1.18,-15.23,136.89,152.12,-136.7,0.99,30,113.3,102.9,65.8,21.8,2.2,-10.8,-14.2,-17.7,-13.3,-16.3
852781,655421,Active,54,,,=,2.332,-5.63,1.8,-15.3,105.17,120.47,-134.45,0.97,30,83.7,94.2,87.4,65.9,17.9,-7.1,-9.9,-25.8,-11.7,-13.8
853109,5770673,Inactive,21,,,=,23.1,-4.64,1.85,-16.83,112.33,129.16,-45.75,0.98,30,89.5,66.2,9.4,-7.1,-14.2,-8.6,-22,-16.6,-26.4,-15.5
853296,655948,Active,40,,,=,6.286,-5.2,1.25,-10.92,135.37,146.28,88.91,0.99,20,115,111.5,70.8,22.4,9.2,-5.1,-9.1,-12.6,-15.3,-11.6
853467,656125,Active,40,,,=,6.423,-5.19,1.18,-33.13,170.23,203.36,-473.9,0.88,30,123.3,121.9,77.8,6.9,-0.4,-21.2,-14.1,-66.4,-25.4,-34.5
855531,2406,Active,64,,,=,1.242,-5.91,2.79,-4.93,128.56,133.48,-158.86,1,30,126,122.3,120.3,117.3,44,2.9,1.4,-6.6,-11.8,-6
855632,444795,Inactive,15,,,=,34.12,-4.47,0.27,-19.33,203,222.32,61.63,0.97,30,60.3,56.3,33,23.8,14.7,3.6,5.5,0.3,-5.8,-14.3
855676,2333,Active,43,,,=,5.126,-5.29,0.99,-8.61,147.43,156.03,-387.56,0.98,30,121.9,120.6,66.6,42.3,6.3,7.6,-7.3,-6.5,-15.5,-6.8
856076,5389002,Active,61,,,=,1.493,-5.83,0.55,-26.87,157.7,184.57,-8.57,0.99,30,117.1,105.3,85.2,68.7,47.8,24.9,-0.2,-6.3,-21,-16.2
856251,6603036,Active,46,,,=,4.136,-5.38,1.16,-5.23,138.18,143.41,-10.47,0.99,30,123,121.6,88.4,35.1,23.1,0.7,-2.6,-7.9,-1.6,-10.8
856504,5389033,Active,47,,,=,3.835,-5.42,1.65,-15.52,139.1,154.63,800.69,0.99,30,124.6,120,93.6,51.1,-6.1,-17.1,-4.5,-23.5,-12.2,-13.8
856542,657896,Active,49,,,=,3.365,-5.47,1.08,-16.04,92.46,108.51,28.18,0.99,30,72.3,77.2,66.6,49.1,28.2,-2.5,-4.7,-14.8,-12,-20.3
856603,657960,Inactive,17,,,=,30.89,-4.51,1.83,-17.16,84.21,101.37,-38.32,0.97,30,64.5,50.4,13.1,-12.2,-13.7,-24.3,-14.3,-16.8,-18.1,-14.1
857027,658386,Active,36,,,=,8.049,-5.09,1.92,-12.37,133.49,145.86,-66.5,0.99,30,118.7,112.4,66.9,7.1,-4.9,-12.1,-17,-14.6,-10.5,-11
857044,658402,Active,42,,,=,5.312,-5.27,1.57,-5.58,123.96,129.54,-130.65,0.99,30,116.9,108.4,84.9,27.1,7.4,2.2,-3.3,-7.9,-6,-12.6
857384,658729,Inactive,0,,,>,30,-4.52,,,,,,,30,77.3,27.1,6.8,1.9,-10.9,-12,-14.9,-10.4,-9.6,-23.1
857386,658731,Active,46,,,=,4.137,-5.38,2.43,-9.41,139.32,148.73,-254.75,0.99,30,131.6,123,118.4,32.8,9.2,-5.6,-9,-21.8,-8.4,-13
857389,658734,Active,64,,,=,1.184,-5.93,23.79,2.81,89.51,86.7,916.01,0.82,30,20.4,122.8,119.3,106.8,45.3,14,5,7.3,-5.2,-7
857470,5389098,Active,42,,,=,5.339,-5.27,1.67,-7.16,131.81,138.97,1191.75,0.99,30,118.6,121.5,86.6,23.8,13.7,-9.7,-12.4,-4.5,-2.8,-14.1
857517,658866,Inactive,33,,,=,10.42,-4.98,2.03,-19.54,110.13,129.67,-68.65,0.96,30,77.9,100.1,45,0.8,-8.8,-18.1,-17.9,-24.6,-16.7,-29.5
857562,658914,Inactive,20,,,=,24.17,-4.62,1.08,-24.85,108.61,133.46,-78.44,0.97,30,73.9,56.4,25.3,2,-18.3,-22.8,-30.3,-26.2,-24.7,-16.5
857671,6603379,Inactive,21,,,=,23.54,-4.63,1.53,-15.35,142.96,158.31,-23.46,0.98,30,110.2,65.5,14.8,-13.6,-10.3,-14.2,-11.6,-12.5,-20.9,-17.9
857697,659056,Inactive,0,,,>,95,-4.02,,,,,,,30,14.9,11.7,2.3,-9.8,12.1,-3.9,2.8,-3.8,-3.8,-13.5
857745,659101,Active,50,,,=,3.221,-5.49,2,-5.46,63.74,69.2,-56.62,0.88,30,42.8,73.1,59.9,48.3,26.1,-1.1,-8.6,6.5,-11.1,-7.2
857788,2893616,Inactive,30,,,=,12.4,-4.91,1.93,-18.97,148.2,167.17,-92.69,0.98,30,124,109.1,35.7,-3.1,-17.8,-20,-13.2,-20.5,-18.9,-25.3
857885,659229,Active,40,,,=,6.278,-5.2,3.39,-14.18,137.75,151.93,22.86,0.99,30,125.5,120.9,101.2,0.6,-10.4,-13,-14.3,-17.4,-12.1,-17.2
858098,659453,Active,34,,,=,9.523,-5.02,2.12,-13.05,142.23,155.27,-406.26,0.99,30,126.1,119,56.5,1.1,-10,-13.2,-11.3,-16.6,-18.9,-7.8
858235,659580,Inactive,27,,,=,15.5,-4.81,4.32,-35.7,157.71,193.41,-64.36,0.98,30,122,116.1,-6.4,-36.1,-48.9,-44.8,-40.6,-29.9,-30.1,-19.3
858246,659589,Active,45,,,=,4.325,-5.36,1.42,-15.75,113.76,129.51,-8.81,0.99,30,100.3,90,77.6,44.1,1.8,-8.8,-18.1,-15.9,-15,-13.2
858283,659623,Active,57,,,=,1.995,-5.7,1.54,-12.82,140.94,153.76,-112.21,0.99,30,127.9,122.9,119,80.1,21.2,0.5,-7.1,-8.9,-9.3,-26.4
858389,659717,Active,47,,,=,3.953,-5.4,1.44,-3.47,133.11,136.57,-542.82,0.99,30,125.3,120.6,100.2,35.6,19.9,4.1,-3.2,-0.9,-9.8,-7.6
858409,659735,Active,48,,,=,3.569,-5.45,2.03,-10.98,141.22,152.2,-227.35,0.99,30,131.8,123.1,117,45.8,4.4,-6.8,-14.9,-13.9,-20.2,-1.1
858513,659822,Inactive,0,,,>,95,-4.02,,,,,,,30,14.8,-13,-5.5,-23.6,-17.7,-27,-19.1,-20.4,-18.8,-19.6
858611,659917,Active,42,,,=,5.392,-5.27,2.07,-14.28,138.54,152.82,-133.33,0.98,30,125.4,116.6,97.1,17.2,3.6,-13.4,-11,-15.5,-17.5,-22.8
858770,621551,Active,47,,,=,3.835,-5.42,1.28,-16.64,148.39,165.03,-20.69,0.99,30,125.5,121.4,101.8,36.2,12.5,-7.2,-8.9,-18.4,-16.3,-25.8
859065,5389245,Inactive,0,,,>,95,-4.02,,,,,,,30,-14.3,-16.9,-17.9,-30.7,-14.7,3.9,-16.7,-22.4,-20.7,-23.5
859461,660762,Inactive,30,,,=,12.03,-4.92,3.84,-17.65,136.27,153.93,-64.41,0.99,30,120.9,112.8,33.9,-23.1,-17.9,-20.3,-13.5,-14.4,-11.5,-21.9
859529,660825,Inactive,0,,,>,95,-4.02,,-16.04,62.64,78.69,,,30,28.4,10.9,-9.6,-8.2,-15.1,-17.8,-13.3,-16.6,-18.5,-15.9
859882,661186,Inactive,31,,,=,11.75,-4.93,1.15,-16.79,112.29,129.08,-95.38,0.97,30,89,75,47.7,11.9,-4.6,-17.3,-5.7,-18.5,-20.3,-18.3
859982,2852203,Active,38,,,=,7.096,-5.15,2.36,-10.19,112.08,122.27,-83.98,0.99,30,104.1,96.5,73.6,11.3,-14.9,-12.7,-11.7,-11.5,-2.9,-6.4
859995,661305,Active,44,,,=,4.709,-5.33,2.11,-11.44,136.67,148.11,-127.54,0.99,28,53.5,118.1,70.7,26.2,4.5,-10.8,-11.7,-10,-15.6,-15.9
860007,5586822,Active,41,,,=,5.874,-5.23,1.41,-8.19,111.7,119.89,7.19,0.99,30,104.2,91.4,71.5,32.9,-1.4,-5.2,-3.5,-10.7,-5.4,-10.2
860064,661368,Active,94,,,=,0.151,-6.82,1.33,-1.52,105.65,107.17,-35.87,1,30,103,101.2,106.9,103,97.3,81.1,43.3,15.5,5.5,-3.2
860183,5587117,Active,34,,,=,9.146,-5.04,1.69,-5.27,112.8,118.06,-269.71,0.98,30,102.2,99.3,55.2,11.1,6,4.4,-4.1,-10.3,-7.7,-14
860541,1276569,Active,99,,,=,0.111,-6.95,1.46,-8.99,107.95,116.94,-63.83,0.98,30,76.9,100.5,108,107.6,102.1,80.6,59.5,12,5.2,-12.7
860587,661870,Inactive,26,,,=,16.59,-4.78,0.4,-19.7,292.25,311.95,-907.61,0.96,30,90.9,72.6,36.6,15.3,10.3,9.9,-14.1,-10.9,-9.1,-21.3
860798,6602784,Inactive,10,,,=,48.74,-4.31,1.42,-2.65,133.67,136.32,-279.49,0.96,30,81.2,31.8,8.3,-2.8,-4.7,-3.2,-8.6,2.1,-0.3,0.2
860919,662192,Inactive,29,,,=,12.87,-4.89,0.85,-16.22,148.95,165.17,-58.43,0.98,30,106,74.5,50.3,9,-0.9,-12.5,-6.7,-11.3,-16.2,-23.6
861006,662276,Active,41,,,=,5.907,-5.23,4.5,-25.84,145.95,171.79,-29.47,0.99,30,120.1,120.1,110.9,-12,-23.9,-21.2,-19.8,-27,-35.3,-27.6
861040,662310,Inactive,26,,,=,16.25,-4.79,3.42,-11.36,129.95,141.31,-124.17,0.98,30,117.9,105.7,10.2,-2.7,-3.1,-16,-16.1,-16.8,-8.4,-15.3
861070,662339,Active,48,,,=,3.58,-5.45,1.56,-17.31,120.06,137.37,-11.84,0.99,30,101.4,102.1,84.9,51.3,2.6,-12,-13.9,-15.5,-19.8,-18.6
861371,662619,Inactive,13,,,=,38.51,-4.41,2.23,-13.79,98.02,111.81,-127.29,0.95,30,77.5,40.2,-6.7,-2.7,-15.7,-14,-14,-13.1,-11.5,-22.7
861516,662755,Inactive,17,,,=,30.58,-4.51,0.88,-16.43,248.44,264.87,-110.14,0.97,30,107.3,52.4,14.9,-9.5,-6.8,-10.5,-8.3,-17.1,-21.1,-21.8
861528,5389588,Inactive,28,,,=,14.4,-4.84,1.85,-16.32,142.04,158.36,-101.04,0.98,30,118.3,101,24.5,2.1,-8.7,-16.1,-28.2,-13.5,-21.2,-14.8
861727,5389617,Active,35,,,=,8.678,-5.06,4.66,-4.67,121.68,126.35,-439.63,0.97,26,117.6,116,63.2,-60.7,-17.3,-14.4,-0.2,-1.3,7,-1.7
862068,5389680,Active,35,,,=,8.659,-5.06,1.86,-19.88,145.18,165.05,21.59,0.99,30,121.7,115.3,61.5,4.1,-19.5,-19.6,-17.7,-18.6,-22.1,-19.6
